,trans_0,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6,trans_7,trans_8,trans_9,trans_10,trans_11,trans_12,trans_13,trans_14,trans_15,trans_16,trans_17,trans_18,trans_19,trans_20,trans_21,trans_22,trans_23,trans_24,trans_25,trans_26,trans_27,trans_28,trans_29,trans_30,trans_31
2018-07-03,-0.31561404,-0.83954525,0.4438957,-0.0560737,0.5367229,-0.3694979,-0.22274171,-0.82211053,0.4978339,0.52643996,-0.26807413,0.7098023,-0.72582126,-0.46087763,-0.64136934,0.5987823,0.39896995,-0.8617852,-0.56222284,0.056801416,0.7890837,0.08078304,0.62807035,0.057544738,0.3416119,-1.0273418,-0.20506343,0.29961053,0.07074452,-0.4340203,-0.15038064,-0.80723166
2018-07-05,-0.55345684,-0.56398356,0.22155365,-0.15477882,0.46441513,-0.11993215,-0.24632522,-0.65163195,0.6564788,0.5901171,-0.2983534,0.5885758,-0.669755,-0.40271965,-0.98415333,0.78220475,0.19961867,-0.9165965,-0.30221838,0.03392355,0.6518568,-0.09835385,0.6458135,0.19653638,0.3067449,-0.8352554,-0.22248396,0.25941852,0.11588775,-0.630304,-0.4814473,-0.73916924
2018-07-06,-0.5325963,-0.6192021,0.1550337,0.029822037,0.38352966,-0.10510143,-0.12042014,-0.7027522,0.56959134,0.5414833,-0.3476335,0.45019883,-0.5551448,-0.33577654,-0.98764217,0.831808,0.25965935,-0.94104093,-0.44415691,-0.022092432,0.75378203,-0.0733333,0.45088094,0.34243172,0.3299389,-0.81680727,-0.22331135,0.106249005,0.15682168,-0.47544324,-0.5224697,-0.6601664
2018-07-09,-0.7401648,-0.6138565,0.11651091,0.083581716,0.3283161,-0.017284162,-0.10927537,-0.6118884,0.62403053,0.51872224,-0.3180826,0.32942408,-0.5660541,-0.2056136,-1.0869156,1.043695,0.20113601,-0.83456457,-0.42782232,0.048794672,0.8024128,-0.05275788,0.48426646,0.37773055,0.38212797,-0.77851224,-0.37915555,0.17638311,0.14131044,-0.64948654,-0.5631054,-0.6683676
2018-07-10,-0.80690247,-0.81379634,0.2509756,0.20722619,0.28595188,-0.0403581,-0.123683035,-0.6212146,0.5406631,0.4537839,-0.2543061,0.18890673,-0.48712403,-0.15008858,-0.95311725,1.1007947,0.24406116,-0.74832004,-0.5467262,0.113643244,0.9529028,0.071670495,0.41802073,0.3582796,0.4617397,-0.81368285,-0.4389408,0.19480306,0.16116855,-0.6694015,-0.50449646,-0.77415574
2018-07-11,-0.799806,-0.84635377,0.2935975,0.0848044,0.28572854,-0.10317097,-0.1421796,-0.6190043,0.51486325,0.46892437,-0.3097252,0.29036278,-0.47645497,-0.21475917,-0.8498683,1.1142848,0.34858334,-0.6286442,-0.53533804,0.1233122,0.8442766,0.15630156,0.46209162,0.24477263,0.4314025,-0.8167055,-0.46128294,0.22508073,-0.005809931,-0.67801595,-0.3566302,-0.9175929
2018-07-12,-0.6329693,-0.75965494,0.14866057,0.31208372,0.41300535,-0.07769953,-0.04687093,-0.66886663,0.47072208,0.49736527,-0.3821392,0.27398232,-0.49270803,-0.15754718,-0.92016757,0.9539,0.2170195,-0.855245,-0.64762676,0.06444724,0.978107,0.008685268,0.3293746,0.41346318,0.4448375,-0.85888565,-0.33821234,0.073270336,0.14654323,-0.48030826,-0.49923804,-0.5895821
2018-07-13,-0.6926443,-0.8995176,0.36430877,0.3902031,0.4236866,-0.092670195,-0.11518125,-0.72295475,0.36938402,0.41561726,-0.27673873,0.20405348,-0.47209188,-0.15206778,-0.88514644,0.98641884,0.31040972,-0.83096135,-0.8032601,0.067520276,1.1012212,0.09015906,0.37297964,0.3833863,0.4467584,-0.91326994,-0.3711573,0.11625877,0.22960868,-0.51234037,-0.4211143,-0.6846814
2018-07-16,-0.67491883,-0.98793495,0.5005884,0.5117386,0.3752375,-0.21449268,-0.15588973,-0.76184696,0.15261683,0.342145,-0.25331756,0.19863027,-0.39115018,-0.14271775,-0.65089184,1.1150466,0.20838991,-0.8286418,-0.9531301,0.08091012,1.141218,0.26605213,0.36237207,0.3304541,0.42543393,-0.94105154,-0.41938967,0.15263954,0.19539294,-0.5007709,-0.24639368,-0.7059747
2018-07-17,-0.6639324,-0.78580683,0.32429555,0.5406014,0.4037824,-0.1433098,-0.12764394,-0.7682322,0.18324709,0.353537,-0.3587586,0.2039676,-0.33986604,-0.17429157,-0.84167874,1.0271835,0.1636651,-0.9621735,-0.8966831,-0.025552265,1.0836978,0.113446645,0.24300253,0.5188713,0.42128158,-0.8622766,-0.27260387,-0.06214439,0.23205672,-0.35784552,-0.50087315,-0.5373031
2018-07-18,-0.7883381,-0.84332955,0.323204,0.449368,0.28297728,-0.15887195,-0.16547343,-0.69363695,0.253496,0.35658488,-0.3101338,0.09052719,-0.31161603,-0.12755898,-0.83094364,1.2556473,0.14321862,-0.86992955,-0.8303826,0.037956722,1.0339186,0.15282008,0.2816417,0.4184307,0.4295778,-0.7932595,-0.42844456,0.11769979,0.22901069,-0.52904487,-0.48461863,-0.68449867
2018-07-19,-0.7571187,-0.91200966,0.5567113,0.500908,0.35981998,-0.24404407,-0.27686203,-0.8231805,0.08626605,0.32239595,-0.39045146,0.19235602,-0.2865461,-0.19888866,-0.64945614,1.1765202,0.20021506,-0.8648195,-0.9677825,0.06421,1.0874785,0.30734444,0.28723502,0.3670215,0.40183285,-0.8363836,-0.39701375,0.11349149,0.14873934,-0.5342455,-0.33590344,-0.7720989
2018-07-20,-0.7297794,-0.9024476,0.58033,0.54779184,0.4079174,-0.21512009,-0.30303773,-0.85032415,0.13812003,0.31452075,-0.30724913,0.30137485,-0.36532253,-0.24717675,-0.6941764,1.0433532,0.21819791,-0.9451074,-0.99846864,0.06541987,1.0993472,0.23414662,0.34500363,0.41521108,0.41903177,-0.8882102,-0.31843176,0.13867794,0.2927868,-0.50608623,-0.41740882,-0.69892085
2018-07-23,-0.6803768,-0.81855386,0.42675856,0.45945257,0.31066597,-0.17206025,-0.21159045,-0.80891025,0.27220854,0.35633162,-0.29798818,0.23097004,-0.4160427,-0.18186331,-0.8205249,1.1064535,0.18900278,-0.9271038,-0.88827693,0.05520036,1.0354459,0.13001597,0.33748993,0.42124122,0.40185633,-0.8880784,-0.32868043,0.18146218,0.27130547,-0.5397187,-0.4422172,-0.698702
2018-07-24,-0.70312154,-0.76558715,0.33074296,0.57635325,0.37977794,-0.30351657,-0.27435526,-0.8299362,0.08348609,0.3763513,-0.31963927,0.3026451,-0.34808636,-0.19307306,-0.74663216,1.1643541,0.14849657,-0.9808351,-0.97776484,0.044715405,1.0268115,0.23117033,0.25409028,0.49018353,0.36856186,-0.78267235,-0.3599809,0.04967816,0.35487223,-0.43872318,-0.46003184,-0.5250397
2018-07-25,-0.7046089,-0.6854468,0.23273762,0.5734999,0.4421595,-0.3801542,-0.32320547,-0.83736753,-0.01977969,0.4445952,-0.38138664,0.34661052,-0.25965047,-0.21532342,-0.72228175,1.2814598,0.02752842,-0.995777,-0.91485286,0.024930496,1.0150862,0.2758361,0.18375593,0.5397263,0.37866765,-0.6565777,-0.37420747,-0.10627395,0.28879204,-0.39117014,-0.48443004,-0.37224323
2018-07-26,-0.9490741,-0.7064344,0.2626735,0.4249394,0.41591334,-0.29970017,-0.359897,-0.7639443,0.27870202,0.4511895,-0.26982394,0.45032144,-0.37839627,-0.29643723,-0.87635416,1.1820549,0.26277107,-0.8387907,-0.7807034,0.10265468,0.94548917,0.16144589,0.30207992,0.5344281,0.40787417,-0.68856794,-0.40498376,0.08489173,0.43892816,-0.5045707,-0.67599916,-0.55748975
2018-07-27,-0.8309141,-0.76439404,0.33785766,0.4204889,0.35970214,-0.45164812,-0.42049095,-0.86595774,0.13488472,0.47080222,-0.28704518,0.5995874,-0.359107,-0.40878165,-0.7012453,1.1875714,0.27551287,-0.77280146,-0.76968455,0.08826546,0.89299387,0.28373608,0.24318665,0.5064677,0.38711298,-0.6993147,-0.33312765,-0.03268511,0.22786,-0.41263273,-0.45797345,-0.64974344
2018-07-30,-0.6256623,-0.9139649,0.5120535,0.36093494,0.5265914,-0.6276857,-0.5210579,-0.9640574,0.1499674,0.5480666,-0.23997253,0.8972505,-0.5429087,-0.53140765,-0.39380938,0.9192865,0.2961867,-0.8083345,-0.74570596,0.19396392,0.93841064,0.37897387,0.37977168,0.29153883,0.41524753,-0.870393,-0.28567263,0.12239437,0.25439027,-0.36435166,-0.23315501,-0.6414552
2018-07-31,-0.84694064,-0.63153815,0.3330428,0.34730288,0.6089272,-0.31976646,-0.44300297,-0.7878449,0.25175536,0.49418485,-0.32961276,0.7380744,-0.45307988,-0.4358787,-0.8959513,0.94117665,0.12834021,-1.0196134,-0.6610197,0.06447076,0.9294226,0.083127126,0.3788733,0.5490289,0.41600597,-0.71538174,-0.21972837,0.0026452914,0.48108158,-0.4496285,-0.72199106,-0.37656498
2018-08-01,-0.707236,-0.808164,0.57968426,0.3488329,0.50318235,-0.44023758,-0.5294694,-0.95715135,0.1499556,0.45237386,-0.29272953,0.7423745,-0.48284382,-0.5501034,-0.6581905,0.9101422,0.20943789,-0.9569505,-0.72210896,0.10425928,0.94327235,0.21835566,0.37901276,0.38621366,0.38422015,-0.84130305,-0.1833627,0.091306254,0.3261687,-0.47470263,-0.45637265,-0.66256106
2018-08-02,-0.71467423,-0.6244336,0.32290563,0.43291986,0.54237163,-0.32706642,-0.40730137,-0.90364176,0.15948099,0.48297724,-0.37285706,0.54793125,-0.4310888,-0.41438785,-0.86063206,0.9393772,0.2215445,-0.9864458,-0.76396155,0.01028854,0.96549165,0.12602538,0.2950896,0.57953143,0.37683868,-0.7199476,-0.19597995,-0.1286973,0.37188834,-0.3519725,-0.62910885,-0.4616623
2018-08-03,-0.7133,-0.68603563,0.20939408,0.37611252,0.42282924,-0.29003263,-0.2525419,-0.8059071,0.3417643,0.51123077,-0.307651,0.35553294,-0.47532442,-0.25234532,-0.9171523,1.0793439,0.2956407,-0.83634984,-0.74065113,0.047539875,0.96907794,0.07271794,0.34106818,0.47566098,0.3692335,-0.7448665,-0.3790951,0.06385039,0.38006976,-0.44524005,-0.5296932,-0.5447669
2018-08-06,-0.7209074,-0.67135715,0.17610502,0.2549196,0.37918252,-0.2663331,-0.23467728,-0.7690905,0.3885216,0.51054424,-0.28386348,0.2910639,-0.48634374,-0.22709814,-0.98594797,1.1336842,0.30890417,-0.81894827,-0.6632476,0.042432323,0.9053396,0.03057541,0.37650374,0.41445118,0.36894435,-0.7147118,-0.43219602,0.116364226,0.35073373,-0.51661193,-0.5137051,-0.6278819
2018-08-07,-0.8078487,-0.6810622,0.26576573,0.31544405,0.43242952,-0.19641885,-0.28009373,-0.7723717,0.36541855,0.485849,-0.30050972,0.2683589,-0.46140262,-0.20841022,-1.001119,1.1410607,0.29048678,-0.8089475,-0.7122271,0.062096465,0.97472155,0.056141995,0.38784435,0.45556015,0.38148773,-0.7177959,-0.43172947,0.100596614,0.34533477,-0.54831755,-0.57143,-0.62187004
2018-08-08,-0.7565328,-0.73600936,0.29198986,0.28183404,0.39086804,-0.19564472,-0.24273461,-0.74814487,0.35064363,0.4455937,-0.27198973,0.22740896,-0.44248307,-0.18506986,-0.9854854,1.1653831,0.29435843,-0.8106341,-0.73489404,0.053034432,0.9613445,0.05564221,0.3998594,0.396729,0.3774696,-0.74832654,-0.43994603,0.12694526,0.32039157,-0.56018806,-0.5063476,-0.67648315
2018-08-09,-0.73944277,-0.8216356,0.41042817,0.36566254,0.39175054,-0.2262889,-0.2692741,-0.79283154,0.26399586,0.40033656,-0.2782173,0.25981262,-0.41366717,-0.20045762,-0.87441057,1.1569155,0.26679307,-0.8030778,-0.81283593,0.08227112,1.0118182,0.1270029,0.37900823,0.3835445,0.37267482,-0.8029425,-0.40163797,0.122346774,0.25592437,-0.54195416,-0.4300147,-0.72199106
2018-08-10,-0.5321741,-1.0144922,0.668905,0.31836498,0.54935944,-0.5364883,-0.45426095,-0.97017175,0.038346283,0.46780244,-0.3568328,0.66552454,-0.39858928,-0.39899635,-0.37370825,1.041986,0.26204377,-0.81772363,-0.8659792,0.14847112,1.0029234,0.3937427,0.37552047,0.18340175,0.3280066,-0.9025515,-0.3297942,0.14705543,0.07395682,-0.41978395,-0.088992074,-0.7331239
2018-08-13,-0.3172633,-0.9762238,0.7096699,0.1888043,0.7408915,-0.57287276,-0.498656,-1.0279976,0.048324086,0.49621785,-0.34898558,0.77179563,-0.49552858,-0.4744019,-0.32410383,0.87166774,0.24760869,-1.0023557,-0.8506855,0.13118556,1.037311,0.3569019,0.49363762,0.08716136,0.31984162,-0.93247086,-0.3099711,0.15483516,0.13433151,-0.3550155,-0.048883516,-0.589189
2018-08-14,-0.26221526,-0.8236153,0.58022636,0.29198208,0.81100154,-0.38088894,-0.36994573,-1.0075836,0.2244401,0.5374839,-0.43334615,0.8233402,-0.58183765,-0.436538,-0.5153486,0.62110543,0.27353233,-1.0459158,-0.8742014,0.0674632,1.1162752,0.15261307,0.48290712,0.2555735,0.285256,-0.9636815,-0.19054525,0.079380214,0.22513252,-0.23266134,-0.25587243,-0.41701725
2018-08-15,-0.5183417,-0.8321722,0.6676039,0.15089422,0.7794391,-0.51310027,-0.59105754,-0.9771028,0.038247176,0.5364907,-0.42042482,0.8324935,-0.45147306,-0.5256008,-0.43624723,0.90181684,0.28338355,-0.99251187,-0.83047926,0.11101788,0.9972023,0.40324032,0.51016927,0.17181621,0.31413585,-0.7964731,-0.322285,0.06072119,0.14961298,-0.40071794,-0.20833187,-0.5205297
2018-08-16,-0.30083075,-0.81426513,0.6049602,0.3143189,0.7920227,-0.3211523,-0.40069067,-0.9187704,0.198187,0.54456085,-0.46521014,0.8458505,-0.4979857,-0.43044555,-0.51816326,0.741483,0.1369462,-1.076895,-0.9204583,0.07351979,1.1249099,0.20249099,0.49844724,0.28474772,0.28896922,-0.9218232,-0.13703762,0.0015846211,0.14343736,-0.29129702,-0.24346599,-0.35449886
2018-08-17,-0.43886808,-0.8513352,0.4772602,0.2834219,0.42754385,-0.12405603,-0.2511478,-0.73334056,0.41059643,0.44142267,-0.30252314,0.5529706,-0.36554015,-0.36227828,-0.75407207,0.9875443,0.1589061,-0.86700374,-0.8404337,0.06223039,0.9509108,0.04211122,0.41761452,0.34274077,0.33761093,-0.9064381,-0.07931609,0.03850091,0.08743261,-0.4258532,-0.38878793,-0.627064
2018-08-20,-0.5660977,-0.8154354,0.28053898,0.15158004,0.30954537,-0.2089946,-0.19108993,-0.6349639,0.54782045,0.52704835,-0.2259607,0.43108612,-0.4458162,-0.302511,-0.85649,1.1351292,0.2151961,-0.7361796,-0.63270795,0.070715755,0.8430476,0.019511763,0.46853507,0.23873945,0.32042584,-0.8458126,-0.26358798,0.2245011,0.14567241,-0.52975786,-0.36709136,-0.69216657
2018-08-21,-0.66141635,-0.8915343,0.5008912,0.26918557,0.32273415,-0.23210596,-0.33568558,-0.67652774,0.41246194,0.45516515,-0.19103616,0.4952485,-0.3480826,-0.35641533,-0.75012505,1.2062302,0.1000331,-0.7816796,-0.7050179,0.11326792,0.8877508,0.13361438,0.46431226,0.2858709,0.34405905,-0.8080769,-0.21466957,0.18568833,0.12029999,-0.5676496,-0.36049756,-0.69887364
2018-08-22,-0.5977983,-0.79714614,0.31404018,0.15110826,0.35581622,-0.17794797,-0.25133172,-0.68200904,0.54618436,0.5045296,-0.2628241,0.3999263,-0.42974365,-0.33548257,-0.8957647,1.0825692,0.28967717,-0.774612,-0.67988276,0.043155186,0.8620623,0.005603373,0.4690119,0.2521636,0.29924828,-0.8106054,-0.25842953,0.18824494,0.18078634,-0.53331304,-0.45316598,-0.7253703
2018-08-23,-0.558958,-0.8731854,0.43171036,0.20887831,0.35427275,-0.23246749,-0.26811823,-0.7791668,0.46509165,0.46956885,-0.29998246,0.37400955,-0.4562966,-0.3269299,-0.7808601,1.0072678,0.31120527,-0.7768351,-0.7250122,0.07391838,0.9106219,0.09292479,0.447622,0.212281,0.3007173,-0.89287144,-0.22388545,0.2185704,0.086207874,-0.53293395,-0.3338472,-0.8369912
2018-08-24,-0.44736803,-0.86798525,0.37131757,0.317006,0.47846293,-0.22905236,-0.19868754,-0.8091254,0.39605016,0.5020291,-0.39290306,0.3492035,-0.47424343,-0.24385063,-0.71773624,0.9223385,0.29592538,-0.8424654,-0.8353754,0.07722137,1.0158354,0.10692376,0.39402297,0.23975663,0.30495843,-0.9188687,-0.24478093,0.12584789,0.07277661,-0.4294905,-0.2703407,-0.6974833
2018-08-27,-0.4799727,-0.9301369,0.42981857,0.40012273,0.48948482,-0.28648394,-0.25667423,-0.8446195,0.294483,0.53072673,-0.39941072,0.34681493,-0.38512704,-0.23715317,-0.56969684,1.0692458,0.1892144,-0.81419617,-0.84264565,0.14389482,1.0850717,0.20438047,0.34305182,0.26994962,0.34487557,-0.87674665,-0.31139544,0.08298192,0.029355276,-0.4476044,-0.2193509,-0.66687405
2018-08-28,-0.51718855,-1.025573,0.52421474,0.3339413,0.41945493,-0.27577376,-0.29802167,-0.82020533,0.356557,0.48307103,-0.24154699,0.40612352,-0.37865147,-0.30636707,-0.58692276,1.0768083,0.2678321,-0.7872501,-0.839702,0.15608963,1.0378743,0.17465183,0.40212005,0.23378299,0.36290962,-0.9049811,-0.30001846,0.18143323,0.15506117,-0.4831606,-0.24641615,-0.7544149
2018-08-29,-0.46629465,-0.99436146,0.39872375,0.5227472,0.5131328,-0.35064042,-0.28176257,-0.87783843,0.2602457,0.54209703,-0.3241339,0.4592871,-0.33895615,-0.28010723,-0.524931,1.0600535,0.21631604,-0.83795583,-0.929773,0.1341889,1.1349603,0.17899781,0.2704139,0.37609613,0.36207306,-0.85340923,-0.29883385,0.018395457,0.18696369,-0.3151786,-0.2707861,-0.550712
2018-08-30,-0.43950635,-1.1610312,0.61286175,0.37590903,0.47635734,-0.4451157,-0.31500897,-0.87830716,0.20943892,0.5019559,-0.25977588,0.5253136,-0.28761393,-0.28600666,-0.33310923,1.2396606,0.1799213,-0.8049255,-0.9507364,0.18154961,1.1022035,0.31819957,0.35681477,0.19625966,0.38663536,-0.9329056,-0.39496496,0.19071643,0.07261105,-0.39760357,-0.023781639,-0.6852114
2018-08-31,-0.49536017,-1.06398,0.62608296,0.5413904,0.50014997,-0.24847464,-0.3178782,-0.86525774,0.27354044,0.39704746,-0.2278724,0.5150022,-0.27033985,-0.27872735,-0.5413828,1.0682926,0.15025714,-0.95470375,-1.0354426,0.10944687,1.174938,0.17184865,0.3419476,0.40386438,0.40611047,-0.9452445,-0.22959873,0.090476036,0.27150264,-0.3510597,-0.32605362,-0.5453397
2018-09-04,-0.5941284,-0.99762034,0.75227755,0.3856651,0.48806205,-0.2696222,-0.45983317,-0.88488173,0.15381736,0.40227947,-0.3032995,0.5117807,-0.2206934,-0.3565884,-0.5363747,1.1394682,0.07907389,-0.9774741,-0.9164586,0.107615545,1.0632627,0.26564538,0.37274855,0.32328802,0.4025676,-0.84665763,-0.21725383,0.101778306,0.13609001,-0.4938774,-0.28106943,-0.67320466
2018-09-05,-0.58867794,-0.9763005,0.7653483,0.27350765,0.5226773,-0.33989805,-0.51278967,-0.8254705,0.06311964,0.39555743,-0.3347907,0.48938775,-0.16296005,-0.35475728,-0.53089833,1.2511913,-0.0049672127,-1.0356323,-0.88989925,0.09326711,1.0069313,0.3175865,0.4039778,0.22458376,0.41604736,-0.7828316,-0.2808698,0.12232134,0.111385845,-0.54935884,-0.2398966,-0.6436701
2018-09-06,-0.44334066,-0.93203807,0.7722914,0.1843071,0.6158587,-0.44635355,-0.53720945,-0.92142314,0.11347064,0.44926548,-0.3991645,0.61845493,-0.31435558,-0.45107868,-0.45334813,1.0666459,0.07489133,-1.0567235,-0.8417021,0.09906588,1.012174,0.30681682,0.4807561,0.15313525,0.3571566,-0.8586424,-0.2337675,0.15383834,0.043209784,-0.4795455,-0.15323049,-0.6736481
2018-09-07,-0.38884366,-0.9322416,0.7854179,0.063789725,0.5635888,-0.36345333,-0.51814544,-0.8847868,0.29520348,0.4523734,-0.38671893,0.6183002,-0.36894533,-0.48911294,-0.4827122,0.9581429,0.10162814,-1.0088078,-0.7054901,0.108494356,0.92315924,0.19980448,0.54639786,0.065432325,0.36719128,-0.91787595,-0.16437119,0.2485547,-0.007879799,-0.5111104,-0.2044326,-0.7849395
2018-09-10,-0.29602963,-0.9038921,0.7626584,0.17712101,0.60838336,-0.2895705,-0.41270468,-0.89593214,0.38673142,0.47908083,-0.39177543,0.5670267,-0.43349403,-0.4240135,-0.52206165,0.8539432,0.12245511,-0.9972266,-0.7810868,0.107484415,1.0290122,0.11392946,0.5760734,0.12055306,0.3362467,-0.98982984,-0.13494031,0.24633151,0.02423543,-0.42628208,-0.21265486,-0.70280874
2018-09-11,-0.4522541,-0.79676014,0.6326994,0.27252227,0.4859308,-0.20619573,-0.38856813,-0.8332971,0.34902704,0.44200817,-0.3855508,0.45851773,-0.35009417,-0.4098754,-0.7522839,0.9565574,0.04678326,-0.98521113,-0.7070546,0.055720143,0.9695996,0.04255801,0.46061438,0.3352136,0.39719278,-0.87688166,-0.051557437,0.06676688,0.03469985,-0.41157869,-0.41904888,-0.6737393
2018-09-12,-0.8936596,-0.7342919,0.5085684,0.16772324,0.42216408,-0.2635224,-0.523385,-0.66899943,0.33804825,0.48114446,-0.25102744,0.39035678,-0.31174636,-0.43317986,-0.9067203,1.2050853,0.08527393,-0.8355407,-0.5408145,0.123025544,0.85672957,0.14686294,0.49172133,0.32843822,0.43820405,-0.6382515,-0.25068823,0.1328395,0.21523607,-0.6136421,-0.6032215,-0.7146615
2018-09-13,-0.9145436,-0.629254,0.22370492,0.22080183,0.39498606,-0.28138575,-0.39493012,-0.57400197,0.42517585,0.5457728,-0.29307097,0.34024054,-0.3346597,-0.39229113,-0.99832666,1.2506965,0.11709384,-0.7545121,-0.5370647,0.10883188,0.81650746,0.07537551,0.45325327,0.4024477,0.40718946,-0.57614446,-0.30184436,0.08723038,0.2574841,-0.5159613,-0.6803699,-0.5775356
2018-09-14,-0.9616925,-0.6925484,0.27486792,0.21193087,0.34040585,-0.25087303,-0.37261376,-0.58387506,0.46276718,0.4970865,-0.23358238,0.20801018,-0.3474063,-0.35979712,-1.0236086,1.2639029,0.17290854,-0.7057488,-0.51661694,0.12657486,0.8679091,0.09097181,0.46314263,0.3744834,0.45812216,-0.6226367,-0.34601337,0.122095,0.22802517,-0.56737006,-0.6637319,-0.70322454
2018-09-17,-0.75394744,-0.918795,0.46586806,0.14331415,0.37580112,-0.51928186,-0.47747535,-0.6913591,0.4026391,0.58300686,-0.2335934,0.53957826,-0.45507973,-0.5029877,-0.63410515,1.1408722,0.22627696,-0.57937753,-0.47527674,0.25492764,0.8075013,0.2582553,0.51028633,0.14127712,0.4168705,-0.7673813,-0.2831151,0.2418463,-0.0007086005,-0.49908587,-0.25433475,-0.8732641
2018-09-18,-0.75027347,-0.7485692,0.46911028,0.29701677,0.59838885,-0.24623664,-0.48931187,-0.7127956,0.38946006,0.5538683,-0.32828978,0.58115345,-0.43732777,-0.514264,-0.8617917,0.9288405,0.12743369,-0.79546183,-0.59026444,0.17980967,0.92768717,0.08756569,0.4634112,0.41557747,0.44642055,-0.72669584,-0.104445465,-0.019430565,0.12728722,-0.42436072,-0.5766513,-0.61061376
2018-09-19,-0.9693011,-0.6866684,0.40532008,0.19876352,0.5829771,-0.16037814,-0.49008346,-0.645138,0.43984002,0.5646379,-0.31111813,0.3845219,-0.36632764,-0.47581053,-1.0080198,1.0720339,0.22832802,-0.7479709,-0.53420436,0.13431796,0.8927046,0.08809747,0.49244505,0.42495656,0.46103925,-0.6260337,-0.24095571,0.0022742487,0.22984238,-0.52039635,-0.7379023,-0.6022414
2018-09-20,-0.9272513,-0.73217267,0.39191446,0.3802365,0.5347215,-0.2681652,-0.45769587,-0.63889503,0.18818724,0.5362214,-0.3487517,0.33460927,-0.2411604,-0.38746598,-0.84905505,1.267538,0.024448395,-0.7508669,-0.6508658,0.13810363,0.9362167,0.22754528,0.3733056,0.4493239,0.45703974,-0.56180114,-0.2966539,-0.1087374,0.11278325,-0.4694467,-0.57504284,-0.50292456
2018-09-21,-1.0976989,-0.7130578,0.43628055,0.18014303,0.5788174,-0.2663557,-0.5924541,-0.61801934,0.19352245,0.5194663,-0.2895617,0.34487075,-0.20711528,-0.42875126,-0.9504764,1.3275656,0.11298538,-0.82220024,-0.6079109,0.096301526,0.90027755,0.23180786,0.45925218,0.3897066,0.47219044,-0.48083106,-0.3844175,-0.039140247,0.27975532,-0.56914544,-0.73474807,-0.5253744
2018-09-24,-0.8604235,-0.85797995,0.49719682,0.29118767,0.40021905,-0.23954245,-0.3905051,-0.6861698,0.32570398,0.48616672,-0.27386013,0.34992248,-0.26143074,-0.4447374,-0.7502557,1.2340331,0.19120014,-0.62885195,-0.5955552,0.12972178,0.8682294,0.17401548,0.408213,0.3575943,0.45656472,-0.6812181,-0.29258364,0.03517012,0.08263479,-0.48717332,-0.5276562,-0.73363745
2018-09-25,-0.755578,-0.93522096,0.6515992,0.39233303,0.46918687,-0.25485057,-0.40834278,-0.744716,0.25737798,0.4224679,-0.2290627,0.41124266,-0.29295093,-0.4485694,-0.71359885,1.1370903,0.1567193,-0.6997602,-0.71431184,0.14022174,0.9661137,0.16941261,0.43796778,0.34585607,0.46484768,-0.77084035,-0.22550344,0.054186523,0.13235927,-0.45265254,-0.46388856,-0.69076
2018-09-26,-0.6099549,-1.0005105,0.80602705,0.44338924,0.5933608,-0.36332983,-0.46941614,-0.8623996,0.012861937,0.37422624,-0.27014172,0.51097155,-0.24022603,-0.45932332,-0.52534205,1.079108,0.13823768,-0.81521934,-0.8942112,0.1287073,1.0617977,0.30676287,0.4277444,0.3217017,0.4573109,-0.8089171,-0.18786627,-0.062124047,0.02816619,-0.31713378,-0.26158133,-0.6472044
2018-09-27,-0.55849177,-0.9127154,0.6935544,0.5360194,0.55484325,-0.29902935,-0.3502656,-0.81131876,0.10751932,0.31153196,-0.27759504,0.3937652,-0.3284065,-0.44002542,-0.66843754,0.9372268,0.09752202,-0.8706006,-0.8850508,0.09441184,1.0225512,0.14377001,0.45399588,0.34943247,0.45276695,-0.8738942,-0.11711998,-0.008052484,0.12861523,-0.2914626,-0.3962721,-0.61223495
2018-09-28,-0.73391616,-0.8854751,0.6708531,0.46937454,0.55612123,-0.28756592,-0.41263214,-0.7625882,0.12820938,0.31606343,-0.2379291,0.35980994,-0.3165148,-0.46423468,-0.7821061,1.0052675,0.14343807,-0.8434071,-0.8317108,0.10605037,0.9907479,0.14714631,0.48604816,0.34226608,0.47018716,-0.79829645,-0.18658082,0.018250182,0.20610833,-0.38015074,-0.5075579,-0.6420202
2018-10-01,-0.68215156,-0.8934964,0.59395784,0.46623605,0.5265162,-0.31100917,-0.3799254,-0.77216953,0.09857916,0.35789523,-0.28764844,0.29435754,-0.28924823,-0.4282267,-0.7155699,1.0438772,0.11637104,-0.8298282,-0.78388333,0.13317034,0.9506409,0.17601101,0.42761046,0.32936013,0.4771701,-0.78380454,-0.20221695,-0.028212486,0.11416284,-0.3544628,-0.45860028,-0.6632365
2018-10-02,-0.7693075,-0.91418445,0.57516557,0.40065503,0.49901804,-0.32761598,-0.413615,-0.7448033,0.17930427,0.38063753,-0.21577525,0.34628147,-0.31098628,-0.475449,-0.74995106,1.0740712,0.19542257,-0.78169876,-0.73955786,0.15323207,0.90166575,0.16221482,0.4721874,0.30589104,0.4712651,-0.7677169,-0.24744515,0.054028146,0.2044537,-0.40696675,-0.5097258,-0.700305
